"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","EPS Growth This Year","EPS Growth Next Year","EPS Growth Past 5 Years","EPS Growth Next 5 Years","Sales Growth Past 5 Years","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Average Volume","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Performance (3 Years)","Performance (5 Years)","Performance (10 Years)","Volatility (Week)","Volatility (Month)","Relative Volume","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Dividend Yield","Return on Assets","Return on Equity","Return on Invested Capital","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Earnings Date"
"924","HWKN","Hawkins Inc","Basic Materials","Specialty Chemicals","USA","3064.46","37.06","146.61","1.71%","121239","33.89","5.99","2.88","5.86","373.26","34.95","-2.22%","9.78%","24.79%","5.66%","12.52%","20.74","19.15","8.37%","0.26%","79.51%","1.15%","6.90%","7.78","169.62","9.10%","-3.32%","10.57%","-14.91%","3.20%","30.10%","259.34%","363.59%","761.65%","5.28%","4.34%","0.71","0.82","6.58","2.18%","1.19%","-2.20%","-21.24%","49.15%","53.68","2.16%","-0.44%","0.51%","9.79%","16.89%","10.47%","2.35","1.46","0.52","0.54","22.86%","11.10%","7.75%","1/28/2026 4:30:00 PM"
"925","HWM","Howmet Aerospace Inc","Industrials","Aerospace & Defense","USA","100319.22","67.37","250.21","2.21%","3423890","46.21","2.38","12.16","18.77","134.12","70.10","19.96%","19.72%","50.77%","19.45%","9.43%","401.62","396.71","1.06%","0.00%","92.40%","-1.76%","2.83%","4.50","2491.55","12.12%","13.60%","22.01%","42.17%","22.04%","95.35%","509.08%","784.76%","1787.49%","3.93%","3.09%","1.37","1.21","8.14","13.75%","18.43%","31.76%","-2.53%","138.20%","76.82","0.55%","1.65%","0.21%","13.90%","30.44%","18.07%","2.13","1.09","0.56","0.60","30.74%","25.81%","18.25%","2/12/2026 8:30:00 AM"
"926","HXL","Hexcel Corp","Industrials","Aerospace & Defense","USA","6812.40","65.27","89.79","0.94%","1518937","29.29","1.03","3.63","5.43","95.95","43.34","27.11%","37.05%","29.37%","28.52%","4.52%","75.70","75.21","0.87%","-2.27%","118.97%","4.20%","6.71%","4.13","1223.34","4.41%","7.71%","30.64%","43.76%","21.50%","39.88%","27.11%","75.20%","126.69%","2.73%","2.91%","1.24","1.01","2.52","6.83%","12.60%","36.08%","-3.60%","98.32%","71.31","0.83%","0.11%","0.82%","4.03%","7.87%","4.84%","2.26","1.25","0.81","0.81","21.54%","8.88%","5.83%","1/28/2026 4:30:00 PM"
"927","HYMC","Hycroft Mining Holding Corporation","Basic Materials","Gold","USA","2951.55","","35.55","7.40%","3668493","","","","40.86","21.10","","61.98%","74.00%","75.97%","59.10%","","54.58","45.48","45.22%","173.60%","22.15%","23.18%","15.22%","1.60","4331.64","2.78%","3.83%","291.95%","842.97%","49.56%","1113.31%","627.74%","-49.00%","","13.58%","15.90%","0.85","2.68","5.47","-13.12%","21.94%","215.88%","-39.47%","1501.35%","49.62","5.52%","1.78%","","-24.03%","-374.60%","-25.11%","19.04","18.87","2.83","2.83","","","","11/05/2025"
"928","IAC","IAC Inc","Communication Services","Internet Content & Information","USA","2656.71","","34.31","-1.55%","1238743","26.47","","1.11","0.56","2.77","59.26","135.34%","182.11%","","","-2.84%","77.43","64.61","16.55%","0.00%","87.77%","-2.17%","10.77%","6.35","1095.36","-3.76%","-13.45%","0.50%","-2.36%","-12.25%","-13.18%","-18.71%","-76.14%","428.36%","3.60%","3.57%","1.13","1.11","1.29","-8.20%","-10.37%","-6.17%","-18.04%","16.07%","30.60","-1.52%","-0.03%","","-1.43%","-2.31%","-1.70%","2.75","2.56","0.30","0.30","60.71%","6.11%","-4.35%","2/3/2026 4:30:00 PM"
"929","IAG","Iamgold Corp","Basic Materials","Gold","Canada","12848.22","36.43","21.63","7.29%","6930664","9.11","0.14","5.71","3.49","40.75","100.84","107.06%","113.39%","","65.38%","9.35%","594.00","588.90","0.86%","0.00%","62.36%","5.79%","0.93%","0.66","8274.47","13.13%","21.45%","50.00%","170.37%","31.17%","230.73%","748.24%","516.24%","790.12%","7.15%","6.36%","0.84","1.37","1.37","7.65%","20.66%","85.59%","-3.87%","330.88%","58.67","5.10%","2.08%","","6.29%","10.09%","7.60%","1.68","0.95","0.30","0.31","32.40%","28.65%","15.62%","2/17/2026 4:30:00 PM"
"930","IBKR","Interactive Brokers Group Inc","Financial","Capital Markets","USA","33290.97","33.81","74.75","2.31%","4385419","27.23","2.09","3.19","6.52","0.36","1.22","13.06%","10.87%","29.71%","13.01%","32.94%","445.36","431.52","3.11%","-9.78%","87.92%","-0.12%","2.35%","2.20","4617.92","0.21%","4.77%","2.82%","16.94%","16.23%","27.32%","245.78%","311.45%","870.78%","5.34%","4.41%","0.95","1.23","3.23","-0.32%","6.55%","18.22%","-5.59%","127.76%","52.89","2.40%","-0.08%","0.45%","0.56%","20.41%","3.27%","1.27","1.04","4.62","4.62","95.97%","86.24%","9.44%","1/20/2026 4:30:00 PM"
"931","IBM","International Business Machines Corp","Technology","Information Technology Services","USA","245255.82","23.54","262.38","1.10%","6842620","19.62","2.42","3.63","8.79","16.95","21.19","6.86%","7.96%","12.37%","8.10%","4.12%","934.74","933.84","0.10%","0.11%","64.73%","-0.20%","2.00%","4.14","4510.14","-12.23%","-15.10%","-16.70%","10.66%","-11.42%","1.23%","91.03%","127.40%","126.95%","4.21%","3.52%","1.52","0.72","10.93","-10.32%","-12.39%","-6.33%","-19.24%","22.32%","33.54","0.92%","0.18%","2.57%","7.31%","35.26%","11.77%","0.93","0.90","1.76","1.98","58.06%","19.17%","15.69%","1/28/2026 4:30:00 PM"
"932","IBN","ICICI Bank Ltd. ADR","Financial","Banks - Regional","India","109521.62","18.20","30.62","-2.05%","5392895","17.50","1.87","3.11","2.82","","","0.25%","13.62%","32.61%","9.36%","10.34%","3575.34","3573.46","0.11%","0.00%","17.92%","-18.38%","0.89%","5.12","6218.91","-1.80%","-1.45%","0.26%","-6.13%","2.75%","5.04%","48.14%","69.17%","516.89%","1.42%","1.58%","0.87","0.37","0.56","1.28%","1.01%","-3.98%","-11.41%","11.51%","51.38","-1.58%","-0.48%","0.86%","2.02%","16.66%","9.69%","0.31","","0.62","0.62","","24.56%","17.24%","1/17/2026 4:30:00 PM"
"933","IBOC","International Bancshares Corp","Financial","Banks - Regional","USA","4480.15","10.67","72.07","-0.46%","220160","","","4.28","1.43","","9.78","","","16.03%","","9.98%","62.16","56.16","9.66%","-1.96%","69.07%","0.66%","2.37%","4.83","275.25","-3.37%","3.95%","9.90%","2.53%","8.47%","10.77%","54.56%","73.37%","221.02%","2.41%","2.67%","0.80","0.72","1.83","1.19%","2.66%","5.98%","-4.47%","33.19%","54.44","0.18%","-0.64%","1.98%","2.59%","14.31%","12.95%","0.13","","0.04","0.25","","49.45%","40.20%","11/6/2025 8:30:00 AM"
"934","IBP","Installed Building Products Inc","Consumer Cyclical","Residential Construction","USA","9336.28","37.05","344.19","2.76%","290116","31.40","9.75","3.14","13.76","28.01","30.67","-1.04%","0.24%","31.88%","3.22%","14.24%","27.13","23.04","15.06%","-0.44%","101.68%","-8.10%","7.19%","5.53","299.57","4.64%","12.50%","29.81%","29.02%","32.69%","95.01%","215.66%","177.38%","1639.78%","5.36%","4.40%","0.97","1.89","14.19","10.70%","19.03%","43.90%","-0.73%","128.20%","72.03","1.29%","1.46%","0.83%","12.40%","36.66%","16.09%","2.78","2.28","1.34","1.45","32.23%","12.73%","8.60%","2/26/2026 8:30:00 AM"
"935","IBRX","ImmunityBio Inc","Healthcare","Biotechnology","USA","5855.62","","5.95","-10.20%","39435965","","","70.93","","22.71","","34.52%","30.54%","2.39%","71.08%","221.39%","984.97","330.90","66.40%","-0.03%","16.85%","5.45%","40.85%","5.10","26519.25","-1.74%","96.85%","188.59%","119.37%","200.25%","79.07%","57.69%","-80.77%","-8.54%","13.56%","15.73%","1.49","-0.07","0.70","-5.49%","52.73%","107.09%","-28.20%","224.86%","55.99","-10.20%","0.00%","","-78.91%","","-106.61%","5.77","5.65","","","80.41%","-315.84%","-422.28%","11/5/2025 8:30:00 AM"
"936","ICE","Intercontinental Exchange Inc","Financial","Financial Data & Stock Exchanges","USA","86479.28","26.39","152.28","1.64%","4166455","17.86","1.68","7.07","2.99","39.06","20.16","9.87%","11.69%","8.90%","10.63%","9.86%","567.00","564.15","0.66%","-5.24%","93.14%","-0.22%","1.43%","2.20","3678.74","-9.89%","-11.95%","-1.15%","-16.64%","-5.98%","-9.66%","39.46%","37.10%","222.24%","4.14%","2.98%","1.13","1.06","5.33","-9.37%","-7.58%","-10.22%","-19.58%","6.36%","33.42","0.65%","0.98%","1.37%","2.40%","11.72%","6.88%","1.02","1.02","0.67","0.70","68.46%","41.33%","27.11%","2/5/2026 8:30:00 AM"
"937","ICL","ICL Group Ltd","Basic Materials","Agricultural Inputs","Israel","7395.55","20.05","5.73","0.00%","757700","13.10","1.62","1.05","1.21","15.54","28.46","-5.26%","21.53%","-3.21%","8.10%","5.35%","1290.67","719.93","44.22%","0.00%","35.08%","6.71%","0.26%","1.54","1219.91","4.37%","3.99%","4.18%","-6.37%","0.35%","-3.05%","-24.80%","-0.69%","45.06%","2.21%","2.11%","0.62","0.97","0.13","4.31%","6.55%","-6.69%","-22.04%","18.12%","62.56","0.53%","-0.52%","2.71%","3.10%","6.15%","4.60%","1.43","0.80","0.31","0.44","31.94%","11.03%","5.23%","2/18/2026 8:30:00 AM"
"938","ICLR","Icon Plc","Healthcare","Diagnostics & Research","Ireland","7101.47","12.57","93.00","16.13%","14188052","7.22","34.39","0.88","0.76","15.15","7.31","-6.90%","-1.20%","6.54%","0.21%","24.17%","76.36","75.76","0.78%","0.00%","103.88%","-5.81%","3.73%","2.04","1382.36","-38.24%","-49.67%","-43.09%","-46.97%","-48.96%","-49.08%","-60.92%","-55.82%","39.26%","14.58%","7.08%","10.26","1.41","13.27","-42.88%","-47.20%","-43.78%","-55.92%","39.70%","22.29","14.11%","1.77%","","3.56%","6.27%","4.86%","1.06","1.06","0.32","0.38","23.27%","13.99%","7.40%","10/22/2025 4:30:00 PM"
"939","ICUI","ICU Medical, Inc","Healthcare","Medical Instruments & Supplies","USA","3577.10","","144.90","2.03%","163686","18.18","1.33","1.54","1.68","11.93","49.71","21.73%","5.24%","","13.65%","13.44%","24.69","23.92","3.12%","-0.51%","105.62%","3.69%","4.77%","4.77","239.05","-6.01%","-2.44%","4.13%","29.49%","1.56%","-8.48%","-20.04%","-34.27%","62.96%","4.25%","3.49%","0.68","0.80","5.36","-4.13%","-2.50%","8.01%","-12.27%","35.42%","43.01","1.70%","0.32%","","-0.18%","-0.35%","-0.21%","2.43","1.16","0.64","0.65","36.47%","5.55%","-0.32%","2/19/2026 4:30:00 PM"
"940","IDA","Idacorp, Inc","Utilities","Utilities - Regulated Electric","USA","7796.56","24.76","144.26","2.03%","698320","22.66","2.89","4.29","2.24","23.40","","6.36%","8.84%","3.59%","7.83%","6.39%","54.05","53.79","0.46%","0.00%","103.77%","1.67%","7.37%","9.01","439.80","6.60%","9.11%","10.43%","14.74%","13.99%","29.36%","38.76%","66.79%","107.30%","2.09%","1.89%","1.59","0.58","2.55","6.97%","10.70%","15.05%","1.55%","33.39%","78.86","2.24%","-0.21%","2.41%","3.31%","9.41%","4.52%","1.08","0.82","1.02","1.05","25.29%","25.05%","17.48%","2/19/2026 8:30:00 AM"
"941","IDCC","Interdigital Inc","Technology","Software - Application","USA","9632.79","31.41","375.01","5.09%","328393","42.61","5.99","11.55","8.75","7.65","18.22","-39.30%","22.86%","52.24%","7.11%","18.36%","25.68","25.21","1.85%","-11.90%","101.29%","0.67%","11.85%","10.57","282.51","1.06%","19.95%","5.75%","39.02%","17.79%","74.45%","418.26%","450.35%","768.68%","5.65%","5.34%","1.16","1.56","18.03","10.49%","11.95%","26.80%","-9.11%","107.65%","63.14","5.86%","-0.73%","0.77%","20.85%","41.53%","35.96%","1.84","1.84","0.03","0.45","86.49%","55.26%","48.76%","2/5/2026 8:30:00 AM"
"942","IDXX","Idexx Laboratories, Inc","Healthcare","Diagnostics & Research","USA","50254.43","48.13","629.35","1.97%","543964","38.26","3.00","11.68","32.25","279.08","47.54","11.18%","13.11%","14.29%","12.75%","9.72%","79.85","78.97","1.10%","-2.55%","92.38%","-2.03%","2.30%","3.31","547.94","-2.37%","-11.42%","-11.80%","-3.76%","-6.97%","36.89%","26.71%","15.67%","827.56%","3.50%","2.72%","0.99","1.67","19.34","-5.33%","-8.33%","1.30%","-18.26%","76.71%","35.04","2.04%","-0.07%","","31.89%","66.20%","53.50%","1.23","0.90","0.23","0.53","64.38%","31.71%","24.62%","2/2/2026 8:30:00 AM"
"943","IDYA","Ideaya Biosciences Inc","Healthcare","Biotechnology","USA","2653.66","","30.27","-3.97%","1194521","","","12.35","2.43","3.37","","61.67%","-177.47%","-0.01%","7.95%","","87.67","83.79","4.43%","0.00%","104.03%","-4.25%","11.12%","10.24","910.07","-5.91%","-18.26%","-5.26%","24.21%","-12.44%","45.81%","69.58%","60.07%","","5.45%","4.61%","1.31","0.10","1.61","-9.84%","-12.19%","10.65%","-22.94%","125.06%","34.78","-2.79%","-1.21%","","-13.26%","-14.15%","-14.36%","12.44","12.44","0.02","0.02","98.12%","-97.23%","-74.82%","11/4/2025 8:30:00 AM"
"944","IE","Ivanhoe Electric Inc","Basic Materials","Copper","USA","2285.05","","15.79","-1.00%","3256874","","","620.94","7.51","31.11","","31.51%","23.91%","-32.06%","17.44%","-5.01%","133.17","109.76","24.16%","-9.43%","68.58%","12.40%","9.19%","5.11","1975.76","-8.04%","-12.95%","17.66%","59.82%","-1.19%","164.05%","20.90%","","","9.14%","9.10%","1.65","1.01","1.58","-12.98%","-6.32%","31.79%","-26.73%","250.89%","42.01","-0.63%","-0.38%","","-14.44%","-20.74%","-17.99%","1.41","1.41","0.09","0.26","-1761.58%","-2808.91%","-1493.99%","12/03/2025"
"945","IEP","Icahn Enterprises L P","Energy","Oil & Gas Refining & Marketing","USA","4837.68","","8.06","-0.25%","560394","11.85","","0.50","1.77","1.20","","62.77%","294.29%","29.52%","","-1.94%","600.21","49.61","91.73%","0.00%","0.90%","5.41%","24.24%","10.90","1103.49","0.50%","2.41%","-10.44%","-13.70%","6.75%","-18.83%","-85.03%","-86.90%","-82.62%","2.02%","2.35%","0.51","0.72","0.19","1.57%","3.49%","-3.66%","-24.95%","13.84%","55.68","-0.25%","0.00%","24.81%","-2.42%","-12.71%","-3.95%","3.33","2.91","2.62","3.15","10.70%","2.09%","-4.05%","2/25/2026 8:30:00 AM"
"946","IESC","IES Holdings Inc","Industrials","Engineering & Construction","USA","10325.89","30.82","518.16","4.58%","210637","25.59","1.18","2.96","10.74","39.91","38.16","28.55%","15.32%","50.08%","21.61%","22.88%","19.93","19.27","3.30%","-36.10%","97.00%","0.92%","4.46%","4.85","177.22","13.66%","23.45%","33.12%","54.75%","33.20%","132.44%","1155.54%","1006.00%","4720.09%","7.66%","6.84%","1.19","1.66","32.43","12.64%","18.88%","43.85%","-3.63%","253.66%","63.04","3.51%","1.03%","","23.19%","42.01%","33.01%","1.80","1.62","0.07","0.07","24.42%","11.67%","9.70%","1/30/2026 8:30:00 AM"
"947","IEX","Idex Corporation","Industrials","Specialty Industrial Machinery","USA","15749.07","32.79","210.41","2.57%","1164455","23.47","3.24","4.56","3.93","27.01","25.53","4.03%","8.42%","5.35%","7.24%","8.01%","74.85","74.66","0.25%","0.32%","103.98%","-4.50%","3.38%","3.36","749.67","-0.45%","10.43%","24.08%","25.85%","18.25%","9.00%","-7.17%","5.27%","193.21%","3.03%","2.62%","1.55","0.97","5.31","3.75%","11.03%","19.34%","-3.11%","37.20%","64.01","2.60%","-0.03%","1.37%","7.07%","12.35%","8.26%","2.86","2.02","0.45","0.45","44.51%","20.95%","13.98%","2/4/2026 8:30:00 AM"
"948","IFF","International Flavors & Fragrances Inc","Basic Materials","Specialty Chemicals","USA","21256.00","","83.00","1.84%","4068476","17.29","2.24","1.95","1.49","36.03","83.03","5.53%","8.30%","","7.73%","16.46%","256.10","250.98","2.00%","0.06%","98.13%","0.28%","3.98%","4.93","2028.03","10.93%","18.27%","26.89%","26.29%","23.16%","-3.49%","-13.78%","-38.09%","-22.25%","3.69%","2.81%","2.01","1.00","2.22","12.61%","19.22%","19.38%","-4.55%","40.34%","79.95","0.61%","1.23%","2.03%","-1.28%","-2.48%","-1.84%","1.42","0.85","0.33","0.42","30.96%","9.47%","-3.20%","2/11/2026 4:30:00 PM"
"949","IFS","Intercorp Financial Services Inc","Financial","Banks - Regional","Peru","5541.49","9.78","47.50","-3.61%","429067","7.74","0.67","1.97","1.44","","5.78","14.28%","5.70%","38.56%","11.54%","7.05%","111.08","30.44","73.64%","0.18%","14.06%","-2.05%","0.64%","0.91","216.62","-6.62%","4.74%","14.05%","22.71%","12.13%","44.29%","111.20%","44.05%","","3.46%","3.34%","1.98","0.89","1.59","-3.15%","5.34%","18.42%","-9.66%","63.29%","47.23","-2.70%","-0.93%","5.06%","1.97%","16.46%","9.70%","0.35","","0.52","1.03","","25.92%","19.27%","2/12/2026 8:30:00 AM"
"950","IHG","Intercontinental Hotels Group ADR","Consumer Cyclical","Lodging","United Kingdom","22026.18","30.78","146.13","0.18%","324812","25.84","1.90","4.28","","35.58","25.76","16.26%","12.49%","13.03%","13.62%","1.17%","154.69","150.73","0.00%","","10.09%","26.89%","0.52%","3.90","200.23","0.90%","6.79%","10.31%","21.58%","3.76%","8.32%","113.92%","114.64%","349.50%","2.58%","1.98%","1.62","1.13","3.35","3.95%","4.75%","16.63%","-3.15%","54.18%","60.34","-1.65%","1.86%","1.29%","15.85%","","76.65%","0.79","0.79","","","23.06%","23.06%","14.66%","8/7/2025 8:30:00 AM"
"951","IHS","IHS Holding Ltd","Real Estate","Real Estate Services","United Kingdom","2764.23","5.94","8.29","0.12%","559385","10.99","","1.57","","4.27","4.99","114.65%","5.01%","-30.79%","","6.81%","335.52","161.43","51.59%","0.00%","26.77%","2.08%","0.25%","0.37","1109.32","0.85%","9.66%","20.49%","19.11%","11.13%","103.19%","12.94%","","","4.22%","4.16%","0.50","0.84","0.35","2.64%","7.79%","23.47%","-7.37%","143.82%","55.69","0.36%","-0.24%","","10.07%","","13.21%","1.60","1.54","","","48.86%","33.27%","26.39%","11/12/2025 8:30:00 AM"
"952","ILMN","Illumina Inc","Healthcare","Diagnostics & Research","USA","17860.25","21.38","116.81","2.07%","1902974","20.07","1.83","4.11","6.56","10.94","19.18","5.66%","13.82%","4.22%","10.98%","6.02%","153.00","148.60","2.81%","-0.00%","104.74%","1.49%","5.59%","4.34","1910.49","-2.43%","-18.87%","-4.24%","16.70%","-10.94%","14.77%","-44.34%","-76.19%","-15.78%","3.27%","3.89%","1.00","1.49","5.39","-14.84%","-14.60%","8.29%","-24.90%","70.03%","30.57","1.40%","0.66%","","13.13%","33.36%","18.09%","2.08","1.72","0.73","0.94","67.08%","20.59%","19.58%","2/5/2026 4:30:00 PM"
"953","IMNM","Immunome Inc","Healthcare","Biotechnology","USA","2445.03","","22.16","-1.25%","907563","","","252.59","7.70","8.97","","55.12%","-12.49%","-38.15%","24.09%","","110.33","101.22","8.27%","-3.33%","89.14%","10.95%","15.58%","7.47","2111.56","-10.93%","6.74%","27.14%","122.94%","3.17%","112.46%","309.61%","-10.17%","","6.44%","6.99%","0.43","2.12","1.59","-10.33%","-0.80%","56.95%","-19.86%","330.28%","43.23","-1.90%","0.67%","","-80.08%","-93.04%","-83.13%","8.90","8.90","0.02","0.02","71.34%","-2137.10%","-2301.30%","11/6/2025 4:30:00 PM"
"954","IMO","Imperial Oil Ltd","Energy","Oil & Gas Integrated","Canada","59503.95","26.05","119.76","2.93%","464970","20.81","14.76","1.82","3.57","71.42","17.64","-22.39%","17.70%","","1.41%","17.07%","483.60","160.24","67.75%","0.00%","27.79%","2.58%","11.07%","27.99","633.88","6.28%","21.10%","23.77%","43.93%","38.76%","70.40%","124.31%","490.24%","303.64%","2.95%","3.05%","0.73","0.66","3.49","12.07%","24.19%","36.70%","-0.17%","103.81%","73.18","3.05%","-0.11%","1.87%","7.67%","14.30%","12.15%","1.47","1.04","0.18","0.18","14.45%","9.11%","7.13%","2/18/2026 8:30:00 AM"
"955","IMVT","Immunovant Inc","Healthcare","Biotechnology","USA","5240.95","","25.75","0.43%","1156274","","","","5.31","5.27","","2.21%","0.82%","-12.18%","3.01%","","203.32","66.71","67.22%","13.80%","48.05%","0.58%","24.72%","10.08","1635.82","-4.81%","-5.85%","9.85%","69.41%","1.30%","29.66%","42.34%","15.94%","","4.73%","4.88%","0.71","0.63","1.31","-1.38%","-0.10%","32.54%","-7.78%","102.44%","48.65","0.98%","-0.55%","","-63.01%","-69.35%","-47.07%","15.74","15.74","0.00","0.00","","","","2/6/2026 8:30:00 AM"
"956","INCY","Incyte Corp","Healthcare","Biotechnology","USA","20120.36","15.79","101.10","0.35%","1384666","10.82","0.86","3.91","3.88","5.62","14.85","12.85%","21.77%","","12.63%","14.03%","198.46","196.99","1.02%","-13.60%","102.85%","2.60%","5.68%","5.39","2078.14","-6.73%","-4.58%","-6.61%","17.34%","2.36%","44.41%","26.25%","19.89%","47.89%","3.98%","3.43%","0.67","0.84","3.84","-1.66%","-0.60%","18.17%","-9.97%","88.76%","47.27","-0.36%","0.71%","","20.66%","29.87%","24.69%","3.32","3.25","0.01","0.01","91.47%","26.12%","25.03%","2/10/2026 8:30:00 AM"
"957","INDB","Independent Bank Corp","Financial","Banks - Regional","USA","4141.92","18.81","83.68","1.00%","191174","10.09","","3.55","1.16","","20.69","29.12%","13.93%","4.05%","","18.60%","49.24","48.79","1.43%","-26.77%","85.27%","5.40%","3.51%","5.20","329.30","-2.71%","11.86%","20.01%","23.06%","14.50%","21.26%","3.10%","6.40%","92.63%","2.69%","2.72%","0.58","0.79","2.16","2.51%","7.49%","20.33%","-3.82%","60.46%","61.82","0.63%","0.37%","2.86%","0.93%","6.25%","4.67%","0.08","","0.23","0.23","","25.86%","17.58%","1/22/2026 4:30:00 PM"
"958","INDV","Indivior Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA","4317.45","34.43","34.58","2.43%","1498703","11.58","0.45","3.66","","9.70","32.09","40.53%","28.05%","-56.08%","25.88%","8.64%","125.00","120.12","3.73%","0.10%","89.14%","20.44%","10.18%","5.35","2284.82","0.64%","2.82%","14.88%","49.24%","-3.62%","243.06%","47.11%","243.23%","252.86%","3.16%","3.51%","0.66","1.15","1.22","1.46%","-0.94%","42.47%","-9.00%","353.81%","52.17","2.61%","-0.18%","","8.82%","","104.96%","0.95","0.79","","","87.12%","28.22%","10.76%","2/26/2026 8:30:00 AM"
"959","INFY","Infosys Ltd ADR","Technology","Information Technology Services","India","59684.74","19.00","14.72","3.59%","19838399","17.46","2.78","3.00","6.45","20.00","15.36","3.54%","8.02%","6.77%","6.29%","8.53%","4054.67","4054.33","0.01%","0.00%","13.58%","-0.98%","3.31%","9.29","14445.83","-12.59%","-23.93%","-13.87%","-10.02%","-17.40%","-32.29%","-22.17%","-18.07%","84.89%","3.58%","2.96%","1.37","1.00","0.69","-14.76%","-17.55%","-15.91%","-50.93%","3.74%","31.03","0.68%","2.89%","3.71%","19.91%","32.85%","32.48%","1.79","1.79","0.07","0.11","30.00%","20.58%","16.16%","1/14/2026 4:30:00 PM"
"960","ING","ING Groep N.V. ADR","Financial","Banks - Diversified","Netherlands","79275.37","12.70","28.30","-1.80%","8823656","8.72","0.64","3.04","1.37","","","9.43%","17.29%","26.80%","13.61%","-4.19%","2902.40","2801.25","0.00%","","6.13%","10.77%","0.09%","1.17","2143.80","-5.85%","-3.05%","7.52%","14.19%","1.80%","69.46%","104.46%","193.40%","167.64%","2.22%","1.86%","4.12","0.82","0.71","-4.32%","-0.50%","15.03%","-9.22%","73.11%","42.86","0.57%","-2.36%","5.10%","0.62%","12.79%","2.55%","0.17","","3.69","3.69","","39.76%","27.50%","1/29/2026 8:30:00 AM"
"961","INGM","Ingram Micro Holding Corp","Technology","Information Technology Services","USA","5070.52","17.51","21.57","2.18%","348493","6.84","0.96","0.10","1.23","6.32","","1.91%","10.93%","-11.33%","7.10%","0.33%","234.84","21.46","90.87%","0.00%","11.36%","0.24%","16.46%","8.92","396.06","-1.10%","6.10%","1.36%","10.67%","1.08%","-7.42%","","","","3.60%","3.18%","0.88","2.21","0.72","1.15%","-0.17%","3.97%","-10.13%","51.37%","51.62","0.84%","1.33%","1.48%","1.53%","7.51%","3.84%","1.41","0.95","0.84","1.04","6.81%","1.72%","0.57%","10/30/2025 4:30:00 PM"
"962","INGR","Ingredion Inc","Consumer Defensive","Packaged Foods","USA","7516.25","10.60","118.31","0.94%","694291","9.97","1.71","1.04","1.74","7.28","14.71","1.84%","4.74%","16.78%","5.84%","3.81%","63.00","62.79","1.17%","-4.77%","92.77%","0.51%","3.79%","3.48","683.42","-1.50%","2.03%","9.37%","-6.39%","7.30%","-7.75%","19.41%","35.85%","21.78%","2.38%","2.19%","1.02","0.68","2.66","0.53%","4.03%","-4.26%","-16.55%","15.64%","55.73","0.89%","0.05%","2.95%","9.50%","18.05%","12.12%","2.66","1.73","0.41","0.42","27.84%","14.27%","10.10%","2/3/2026 8:30:00 AM"
"963","INSM","Insmed Inc","Healthcare","Biotechnology","USA","31724.43","","148.75","1.77%","2197743","","","70.97","33.44","18.88","","-4.76%","58.02%","-13.12%","","21.66%","212.58","210.34","1.37%","-20.98%","103.70%","0.94%","5.56%","3.83","3056.38","-0.74%","-9.00%","-23.48%","16.44%","-14.53%","89.08%","650.13%","256.03%","1038.97%","3.31%","4.00%","0.72","1.14","6.23","-3.93%","-13.10%","7.55%","-30.08%","146.27%","36.06","1.03%","0.73%","","-53.64%","-165.69%","-70.54%","4.63","4.34","0.77","0.79","75.35%","-221.53%","-264.83%","2/19/2026 8:30:00 AM"
"964","INSW","International Seaways Inc","Energy","Oil & Gas Midstream","USA","3158.78","14.56","63.95","3.03%","343925","9.59","","4.10","1.63","7.66","41.68","-33.13%","28.68%","","-12.83%","21.05%","49.37","48.51","1.78%","-5.33%","75.91%","-0.49%","2.80%","2.63","517.42","4.73%","13.27%","21.18%","58.48%","31.72%","73.90%","91.39%","371.90%","","2.47%","3.31%","0.66","-0.18","1.91","7.66%","18.53%","41.07%","0.57%","144.95%","71.17","2.98%","0.05%","6.21%","8.09%","11.43%","8.88%","1.75","1.75","0.27","0.42","36.39%","29.60%","28.26%","2/26/2026 8:30:00 AM"
"965","INTC","Intel Corp","Technology","Semiconductors","USA","233716.05","","46.79","0.67%","69740424","49.06","1.07","4.42","2.04","6.25","","20.83%","87.94%","","46.03%","-7.46%","4994.00","4220.86","15.50%","-0.00%","59.20%","1.20%","2.65%","1.08","103760.63","-7.51%","-3.96%","23.49%","96.10%","26.80%","93.91%","63.89%","-24.30%","63.37%","6.69%","6.42%","0.67","1.37","3.16","-2.92%","8.07%","49.79%","-14.30%","164.87%","50.67","2.25%","-1.55%","0.09%","-0.13%","-0.25%","-0.17%","2.02","1.65","0.39","0.41","35.24%","0.47%","-0.51%","1/22/2026 4:30:00 PM"
